status	nonstandard_field_data_id	nonstandard_sample_id	nonstandard_taxon_name	date	latitude_rounded	longitude_rounded	canonical_match_count	canonical_field_data_ids	canonical_sample_ids	canonical_taxon_names
date_location_only	73043	dbgi_197		20250715090257	7.113402	46.032673	1	72988	dbgi_006686	
date_location_only	73048	dbgi_202		20250715091648	7.113373	46.032745	1	72993	dbgi_006656	
date_location_only	73049	dbgi_203		20250715091919	7.113394	46.03276	1	72994	dbgi_006670	
date_location_only	73051	dbgi_205		20250715092516	7.113348	46.032734	1	72996	dbgi_006681	
date_location_only	73052	dbgi_206		20250715092745	7.113337	46.032745	1	72997	dbgi_006683	
date_location_only	73055	dbgi_209		20250715093654	7.113338	46.03276	1	73000	dbgi_006675	
date_location_only	73056	dbgi_210		20250715094018	7.113326	46.032734	1	73001	dbgi_006678	
date_location_only	73058	dbgi_212		20250715094350	7.113327	46.032726	1	73003	dbgi_006682	
date_location_only	73064	dbgi_218		20250715095827	7.113328	46.032745	1	73009	dbgi_006685	
date_location_only	73067	dbgi_221		20250715101449	7.113327	46.03275	1	73012	dbgi_006744	
date_location_only	73068	dbgi_222		20250715101810	7.113307	46.032757	1	73013	dbgi_006716	
date_location_only	73070	dbgi_224		20250715102327	7.113308	46.03277	1	73015	dbgi_006758	
date_location_only	73071	dbgi_225		20250715102612	7.113289	46.03276	1	73016	dbgi_008668	
date_location_only	73080	dbgi_234		20250715104921	7.11331	46.032772	1	73025	dbgi_006736	
date_location_only	73084	dbgi_238		20250715110253	7.113306	46.032787	1	73029	dbgi_006819	
date_location_only	73147	dbgi_252		20250715090257	7.113402	46.032673	1	72988	dbgi_006686	
date_location_only	73152	dbgi_257		20250715091648	7.113373	46.032745	1	72993	dbgi_006656	
date_location_only	73153	dbgi_258		20250715091919	7.113394	46.03276	1	72994	dbgi_006670	
date_location_only	73155	dbgi_260		20250715092516	7.113348	46.032734	1	72996	dbgi_006681	
date_location_only	73156	dbgi_261		20250715092745	7.113337	46.032745	1	72997	dbgi_006683	
date_location_only	73159	dbgi_264		20250715093654	7.113338	46.03276	1	73000	dbgi_006675	
date_location_only	73160	dbgi_265		20250715094018	7.113326	46.032734	1	73001	dbgi_006678	
date_location_only	73162	dbgi_267		20250715094350	7.113327	46.032726	1	73003	dbgi_006682	
date_location_only	73168	dbgi_273		20250715095827	7.113328	46.032745	1	73009	dbgi_006685	
date_location_only	73171	dbgi_276		20250715101449	7.113327	46.03275	1	73012	dbgi_006744	
date_location_only	73172	dbgi_277		20250715101810	7.113307	46.032757	1	73013	dbgi_006716	
date_location_only	73174	dbgi_279		20250715102327	7.113308	46.03277	1	73015	dbgi_006758	
date_location_only	73175	dbgi_280		20250715102612	7.113289	46.03276	1	73016	dbgi_008668	
date_location_only	73184	dbgi_289		20250715104921	7.11331	46.032772	1	73025	dbgi_006736	
date_location_only	73188	dbgi_293		20250715110253	7.113306	46.032787	1	73029	dbgi_006819	
date_location_only	73213	dbgi_318		20250715094307	7.113241	46.032734	1	73109	dbgi_006596	
date_location_only	73214	dbgi_319		20250715094618	7.113209	46.03276	1	73110	dbgi_006740	
date_location_only	73221	dbgi_326		20250715101416	7.113182	46.032715	1	73117	dbgi_008550	
date_location_only	73228	dbgi_333		20250715105102	7.113421	46.03276	1	73124	dbgi_007078	
date_location_only	73232	dbgi_337		20250715105855	7.113397	46.032772	1	73128	dbgi_007042	
date_location_only	73233	dbgi_338		20250715110057	7.113349	46.032776	1	73129	dbgi_007045	
date_location_only	73272	dbgi_356		20250715090257	7.113402	46.032673	1	72988	dbgi_006686	
date_location_only	73277	dbgi_361		20250715091648	7.113373	46.032745	1	72993	dbgi_006656	
date_location_only	73278	dbgi_362		20250715091919	7.113394	46.03276	1	72994	dbgi_006670	
date_location_only	73280	dbgi_364		20250715092516	7.113348	46.032734	1	72996	dbgi_006681	
date_location_only	73281	dbgi_365		20250715092745	7.113337	46.032745	1	72997	dbgi_006683	
date_location_only	73284	dbgi_368		20250715093654	7.113338	46.03276	1	73000	dbgi_006675	
date_location_only	73285	dbgi_369		20250715094018	7.113326	46.032734	1	73001	dbgi_006678	
date_location_only	73287	dbgi_371		20250715094350	7.113327	46.032726	1	73003	dbgi_006682	
date_location_only	73293	dbgi_377		20250715095827	7.113328	46.032745	1	73009	dbgi_006685	
date_location_only	73296	dbgi_380		20250715101449	7.113327	46.03275	1	73012	dbgi_006744	
date_location_only	73297	dbgi_381		20250715101810	7.113307	46.032757	1	73013	dbgi_006716	
date_location_only	73299	dbgi_383		20250715102327	7.113308	46.03277	1	73015	dbgi_006758	
date_location_only	73300	dbgi_384		20250715102612	7.113289	46.03276	1	73016	dbgi_008668	
date_location_only	73309	dbgi_393		20250715104921	7.11331	46.032772	1	73025	dbgi_006736	
date_location_only	73313	dbgi_397		20250715110253	7.113306	46.032787	1	73029	dbgi_006819	
date_location_only	73338	dbgi_422		20250715094307	7.113241	46.032734	1	73109	dbgi_006596	
date_location_only	73339	dbgi_423		20250715094618	7.113209	46.03276	1	73110	dbgi_006740	
date_location_only	73346	dbgi_430		20250715101416	7.113182	46.032715	1	73117	dbgi_008550	
date_location_only	73353	dbgi_437		20250715105102	7.113421	46.03276	1	73124	dbgi_007078	
date_location_only	73357	dbgi_441		20250715105855	7.113397	46.032772	1	73128	dbgi_007042	
date_location_only	73358	dbgi_442		20250715110057	7.113349	46.032776	1	73129	dbgi_007045	
date_location_only	73376	dbgi_460		20250715130601	7.113209	46.032776	1	73251	dbgi_006779	
date_location_only	73383	dbgi_467		20250715132512	7.113179	46.032795	1	73258	dbgi_006817	
date_location_only	73389	dbgi_473		20250715134135	7.113075	46.032867	1	73264	dbgi_006752	
date_location_only	73390	dbgi_474		20250715134517	7.113085	46.032867	1	73265	dbgi_006791	
date_location_only	73392	dbgi_476		20250715135255	7.113135	46.032913	1	73267	dbgi_006778	
unmatched	72621	dbgi_48		20250625093007	7.113085	46.03262	0			
unmatched	72719	dbgi_104		20250625093007	7.113085	46.03262	0			
unmatched	72839	dbgi_180	Helictotrichon sedenense	20250707142830	7.113177	46.0326	0			
unmatched	72841	dbgi_181	Rhododendron schlippenbachii	20250707143217	7.113163	46.032616	0			
unmatched	72845	dbgi_182	Hieracium laticeps	20250707144526	7.113192	46.032597	0			
unmatched	72846	dbgi_183	Dianthus monspessulanus	20250707144713	7.113198	46.032604	0			
unmatched	72847	dbgi_184	Festuca carpatica	20250707144917	7.11321	46.032604	0			
unmatched	72850	dbgi_185	Chamaecytisus purpureus	20250707145558	7.113145	46.032616	0			
unmatched	72852	dbgi_186	Thymus praecox	20250707150751	7.113267	46.032665	0			
unmatched	72854	dbgi_187		20250707151601	7.113362	46.032692	0			
unmatched	72855	dbgi_188		20250707151948	7.113392	46.03268	0			
unmatched	72859	dbgi_189		20250707153337	7.11342	46.032722	0			
unmatched	72948	dbgi_190	Phlodouglasii Hook.	20250714154842	7.112868	46.03276	0			
unmatched	72949	dbgi_191	Taxus cuspidata	20250714155220	7.112901	46.03278	0			
unmatched	72951	dbgi_192	Saxifraga lingulata	20250714155801	7.112903	46.032787	0			
unmatched	72956	dbgi_193	Androsace foliosa	20250714162049	7.113029	46.032795	0			
unmatched	72962	dbgi_194	Gentiana macrophylla	20250714163621	7.113048	46.032814	0			
