confidence	rationale	nonstandard_field_data_id	nonstandard_sample_id	canonical_field_data_ids	canonical_sample_ids	taxon_name	date	latitude_rounded	longitude_rounded	canonical_taxon_names
high	nonstandard row has one canonical row with same taxon/date/rounded location	73380	dbgi_464	73255	dbgi_006840	helictotrichon sempervirens	20250715131802	7.113181	46.032787	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73381	dbgi_465	73256	dbgi_006824	viola suavis	20250715131959	7.113175	46.032795	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73382	dbgi_466	73257	dbgi_006850	iris lutescens	20250715132321	7.113179	46.032803	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73384	dbgi_468	73259	dbgi_006921	potentilla neumanniana	20250715132837	7.113146	46.03278	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73385	dbgi_469	73260	dbgi_006839	crepis albida	20250715133038	7.113175	46.032818	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73386	dbgi_470	73261	dbgi_006847	sedum aizoon	20250715133449	7.113126	46.03284	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73387	dbgi_471	73262	dbgi_006849	galium verum	20250715133628	7.113133	46.032856	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73388	dbgi_472	73263	dbgi_006816	genista sylvestris	20250715133918	7.113096	46.032845	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73391	dbgi_475	73266	dbgi_006853	iris pseudacorus	20250715135057	7.113086	46.03287	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73393	dbgi_477	73268	dbgi_006825	cirsium eriophorum	20250715135521	7.11306	46.032898	
high	nonstandard row has one canonical row with same taxon/date/rounded location	73394	dbgi_478	73269	dbgi_006717	symphoricarpos albus	20250715140019	7.113022	46.032936	
