project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	unified_taxon_name	unified_taxon_source	unified_taxon_status	taxon_candidate_fields_present	taxon_unified_conflict	date	latitude	longitude	coordinate_status	issue
jbp	76317	dbgi_009986	canonical	dbgi_009986	Podocarpus macrophyllus			Podocarpus macrophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225110203	14.412285	50.121517	out_of_ch_range	
jbp	76318	dbgi_009953	canonical	dbgi_009953	Podocarpus macrophyllus			Podocarpus macrophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225110319	14.412285	50.121517	out_of_ch_range	
jbp	76319	dbgi_009840	canonical	dbgi_009840	Podocarpus macrophyllus			Podocarpus macrophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225110517	14.412285	50.121517	out_of_ch_range	
jbp	76320	dbgi_009970	canonical	dbgi_009970	Ephedra chilensis			Ephedra chilensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225110829	14.412285	50.121517	out_of_ch_range	
jbp	76321	dbgi_009934	canonical	dbgi_009934	Selaginella peruviana			Selaginella peruviana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225111113	14.412285	50.121517	out_of_ch_range	
jbp	76322	dbgi_009975	canonical	dbgi_009975	Dieffenbachia seguine			Dieffenbachia seguine	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225111313	14.412285	50.121517	out_of_ch_range	
jbp	76323	dbgi_012144	canonical	dbgi_012144	Dieffenbachia seguine			Dieffenbachia seguine	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225111550	14.412285	50.121517	out_of_ch_range	
jbp	76324	dbgi_012157	canonical	dbgi_012157				Gaultheria antipoda	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225111808	14.412285	50.121517	out_of_ch_range	
jbp	76325	dbgi_010077	canonical	dbgi_010077				Gaultheria antipoda	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225112047	14.412285	50.121517	out_of_ch_range	
jbp	76326	dbgi_012143	canonical	dbgi_012143				Gaultheria antipoda	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225112329	14.412285	50.121517	out_of_ch_range	
jbp	76327	dbgi_010023	canonical	dbgi_010023				Aextoxicon punctatum	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225122745	14.412285	50.121517	out_of_ch_range	
jbp	76328	dbgi_012105	canonical	dbgi_012105				Aextoxicon punctatum	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225122946	14.412285	50.121517	out_of_ch_range	
jbp	76329	dbgi_011919	canonical	dbgi_011919				Boquila trifoliata	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225123122	14.412285	50.121517	out_of_ch_range	
jbp	76330	dbgi_012106	canonical	dbgi_012106				Boquila trifoliata	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225123433	14.412285	50.121517	out_of_ch_range	
jbp	76331	dbgi_010013	canonical	dbgi_010013	Utricularia alpina			Utricularia alpina	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225124054	14.412285	50.121517	out_of_ch_range	
jbp	76332	dbgi_010022	canonical	dbgi_010022	Utricularia alpina			Utricularia alpina	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225124238	14.412285	50.121517	out_of_ch_range	
jbp	76333	dbgi_012107	canonical	dbgi_012107	Utricularia alpina			Utricularia alpina	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225124447	14.412285	50.121517	out_of_ch_range	
jbp	76334	dbgi_011938	canonical	dbgi_011938	Anodendron affine			Anodendron affine	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225125329	14.412285	50.121517	out_of_ch_range	
jbp	76335	dbgi_012061	canonical	dbgi_012061	Anodendron affine			Anodendron affine	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225125600	14.412285	50.121517	out_of_ch_range	
jbp	76336	dbgi_011792	canonical	dbgi_011792	Carpobrotus edulis			Carpobrotus edulis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225125834	14.412285	50.121517	out_of_ch_range	
jbp	76337	dbgi_012159	canonical	dbgi_012159	Carpobrotus edulis			Carpobrotus edulis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225130024	14.412285	50.121517	out_of_ch_range	
jbp	76338	dbgi_012111	canonical	dbgi_012111	Carpobrotus edulis			Carpobrotus edulis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225130136	14.412285	50.121517	out_of_ch_range	
jbp	76339	dbgi_011853	canonical	dbgi_011853	Cephalotus follicularis			Cephalotus follicularis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225130820	14.412285	50.121517	out_of_ch_range	
jbp	76340	dbgi_011790	canonical	dbgi_011790	Drosophyllum lusitanicum			Drosophyllum lusitanicum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131214	14.412285	50.121517	out_of_ch_range	
jbp	76341	dbgi_012049	canonical	dbgi_012049	Rhododendron rousei			Rhododendron rousei	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131500	14.412285	50.121517	out_of_ch_range	
jbp	76342	dbgi_012110	canonical	dbgi_012110	Darlingtonia californica			Darlingtonia californica	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131824	14.412285	50.121517	out_of_ch_range	
jbp	76343	dbgi_011766	canonical	dbgi_011766	Darlingtonia californica			Darlingtonia californica	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132011	14.412285	50.121517	out_of_ch_range	
jbp	76344	dbgi_012108	canonical	dbgi_012108	Heliamphora parva			Heliamphora parva	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132149	14.412285	50.121517	out_of_ch_range	
jbp	76345	dbgi_012109	canonical	dbgi_012109	Sarracenia flava			Sarracenia flava	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132543	14.412285	50.121517	out_of_ch_range	
jbp	76346	dbgi_011794	canonical	dbgi_011794	Nepenthes glandulifera			Nepenthes glandulifera	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132726	14.412285	50.121517	out_of_ch_range	
jbp	76347	dbgi_011858	canonical	dbgi_011858	Nepenthes glandulifera			Nepenthes glandulifera	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132946	14.412285	50.121517	out_of_ch_range	
jbp	76348	dbgi_011867	canonical	dbgi_011867	Nepenthes glandulifera			Nepenthes glandulifera	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225133151	14.412285	50.121517	out_of_ch_range	
jbp	76349	dbgi_012154	canonical	dbgi_012154	Nepenthes glandulifera			Nepenthes glandulifera	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225133314	14.412285	50.121517	out_of_ch_range	
jbp	76350	dbgi_012083	canonical	dbgi_012083	Drosera capensis			Drosera capensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225133504	14.412285	50.121517	out_of_ch_range	
jbp	76351	dbgi_011793	canonical	dbgi_011793	Dionaea muscipula			Dionaea muscipula	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225133835	14.412285	50.121517	out_of_ch_range	
jbp	76352	dbgi_011801	canonical	dbgi_011801	Dionaea muscipula			Dionaea muscipula	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225134126	14.412285	50.121517	out_of_ch_range	
