project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	has_dried	has_extraction	has_aliquot	has_ms	dried_sample_container_ids	extraction_sample_container_ids	lineage_status
jbp	74248	dbgi_009888	canonical	dbgi_009888	Spiraea media			20250818134558	14.418057	50.12301	out_of_ch_range	true	false	false	false	dbgi_009888		not_extracted
jbp	74249	dbgi_009901	canonical	dbgi_009901	Spiraea humilis			20250818134827	14.418001	50.123	out_of_ch_range	true	false	false	false	dbgi_009901		not_extracted
jbp	74250	dbgi_009867	canonical	dbgi_009867	Spiraea media			20250818135247	14.4180565	50.12301	out_of_ch_range	true	false	false	false	dbgi_009867		not_extracted
jbp	74251	dbgi_009913	canonical	dbgi_009913	Spiraea humilis			20250818135546	14.417999	50.123	out_of_ch_range	true	false	false	false	dbgi_009913		not_extracted
jbp	74252	dbgi_009833	canonical	dbgi_009833	Spiraea humilis			20250818135838	14.417999	50.123	out_of_ch_range	true	false	false	false	dbgi_009833		not_extracted
jbp	74253	dbgi_009864	canonical	dbgi_009864	Spiraea humilis			20250818140043	14.417999	50.123	out_of_ch_range	true	false	false	false	dbgi_009864		not_extracted
jbp	74254	dbgi_009820	canonical	dbgi_009820				20250818140313	14.416558	50.12256	out_of_ch_range	true	false	false	false	dbgi_009820		not_extracted
jbp	74255	dbgi_009879	canonical	dbgi_009879				20250818140833	14.416558	50.12256	out_of_ch_range	true	false	false	false	dbgi_009879		not_extracted
jbp	74256	dbgi_009911	canonical	dbgi_009911				20250818141136	14.416558	50.12256	out_of_ch_range	true	false	false	false	dbgi_009911		not_extracted
jbp	74257	dbgi_009837	canonical	dbgi_009837				20250818141709	14.416558	50.12256	out_of_ch_range	true	false	false	false	dbgi_009837		not_extracted
jbp	74258	dbgi_009858	canonical	dbgi_009858				20250818142754	14.416558	50.12256	out_of_ch_range	true	false	false	false	dbgi_009858		not_extracted
jbp	74259	dbgi_009822	canonical	dbgi_009822	Spiraea betulifolia			20250818143107	14.416282	50.122322	out_of_ch_range	true	false	false	false	dbgi_009822		not_extracted
jbp	74260	dbgi_009860	canonical	dbgi_009860	Spiraea betulifolia			20250818143449	14.416282	50.122322	out_of_ch_range	true	false	false	false	dbgi_009860		not_extracted
jbp	74261	dbgi_009835	canonical	dbgi_009835	Spiraea betulifolia			20250818143703	14.416282	50.122322	out_of_ch_range	true	false	false	false	dbgi_009835		not_extracted
jbp	74262	dbgi_009857	canonical	dbgi_009857	Spiraea salicifolia			20250818143935	14.415109	50.12093	out_of_ch_range	true	false	false	false	dbgi_009857		not_extracted
jbp	74263	dbgi_009915	canonical	dbgi_009915	Spiraea salicifolia			20250818144154	14.415109	50.12093	out_of_ch_range	true	false	false	false	dbgi_009915		not_extracted
jbp	74264	dbgi_009875	canonical	dbgi_009875	Spiraea salicifolia			20250818144350	14.415109	50.12093	out_of_ch_range	true	false	false	false	dbgi_009875		not_extracted
jbp	74265	dbgi_009819	canonical	dbgi_009819	Spiraea salicifolia			20250818144653	14.415109	50.12093	out_of_ch_range	true	false	false	false	dbgi_009819		not_extracted
jbp	74266	dbgi_009900	canonical	dbgi_009900	Caesalpinia mexicana			20250818144953	14.412951	50.12173	out_of_ch_range	true	false	false	false	dbgi_009900		not_extracted
jbp	74267	dbgi_009845	canonical	dbgi_009845	Caesalpinia mexicana			20250818145602	14.412951	50.12173	out_of_ch_range	true	false	false	false	dbgi_009845		not_extracted
jbp	74268	dbgi_009830	canonical	dbgi_009830	Caesalpinia mexicana			20250818145811	14.412951	50.12173	out_of_ch_range	true	false	false	false	dbgi_009830		not_extracted
jbp	74269	dbgi_009862	canonical	dbgi_009862	Coffea arabica			20250818145941	14.41292	50.121666	out_of_ch_range	true	false	false	false	dbgi_009862		not_extracted
jbp	74270	dbgi_009851	canonical	dbgi_009851	Coffea arabica			20250818150240	14.41292	50.121666	out_of_ch_range	true	false	false	false	dbgi_009851		not_extracted
jbp	76144	dbgi_010030	canonical	dbgi_010030	Manilkara zapota			20260128151351	14.41204	50.12182	out_of_ch_range	true	true	false	false	dbgi_010030	dbgi_010030_01	no_aliquot;no_ms
jbp	76145	dbgi_010033	canonical	dbgi_010033	Manilkara zapota			20260128151542	14.41204	50.12182	out_of_ch_range	true	true	false	false	dbgi_010033	dbgi_010033_01	no_aliquot;no_ms
jbp	76146	dbgi_010062	canonical	dbgi_010062	Manilkara zapota			20260128151624	14.41204	50.12182	out_of_ch_range	true	true	false	false	dbgi_010062	dbgi_010062_01	no_aliquot;no_ms
jbp	76147	dbgi_010037	canonical	dbgi_010037	Mimosa pudica			20260128153322	14.41426	50.121994	out_of_ch_range	true	true	false	false	dbgi_010037	dbgi_010037_01	no_aliquot;no_ms
jbp	76148	dbgi_010038	canonical	dbgi_010038	Mimosa pudica			20260128153634	14.41426	50.121994	out_of_ch_range	true	true	false	false	dbgi_010038	dbgi_010038_01	no_aliquot;no_ms
jbp	76149	dbgi_010053	canonical	dbgi_010053	Mimosa pudica			20260128154105	14.41426	50.121994	out_of_ch_range	true	true	false	false	dbgi_010053	dbgi_010053_01	no_aliquot;no_ms
jbp	76150	dbgi_010019	canonical	dbgi_010019	Musa velutina			20260128155214	14.412075	50.121857	out_of_ch_range	true	true	false	false	dbgi_010019	dbgi_010019_01	no_aliquot;no_ms
jbp	76151	dbgi_010036	canonical	dbgi_010036	Musa velutina			20260128155402	14.412075	50.121857	out_of_ch_range	true	true	false	false	dbgi_010036	dbgi_010036_01	no_aliquot;no_ms
jbp	76152	dbgi_010072	canonical	dbgi_010072	Musa velutina			20260128155443	14.412075	50.121857	out_of_ch_range	true	true	false	false	dbgi_010072	dbgi_010072_01	no_aliquot;no_ms
jbp	76153	dbgi_009999	canonical	dbgi_009999				20260128155524	14.412076	50.121883	out_of_ch_range	true	true	false	false	dbgi_009999	dbgi_009999_01	no_aliquot;no_ms
jbp	76154	dbgi_010067	canonical	dbgi_010067				20260128155737	14.412076	50.121883	out_of_ch_range	true	true	false	false	dbgi_010067	dbgi_010067_01	no_aliquot;no_ms
jbp	76155	dbgi_010029	canonical	dbgi_010029				20260128155852	14.412076	50.121883	out_of_ch_range	true	true	false	false	dbgi_010029	dbgi_010029_01	no_aliquot;no_ms
jbp	76156	dbgi_010002	canonical	dbgi_010002	Anacardium occidentale			20260128161234	14.412154	50.121975	out_of_ch_range	true	true	false	false	dbgi_010002	dbgi_010002_01	no_aliquot;no_ms
jbp	76157	dbgi_009950	canonical	dbgi_009950	Cyperus alternifolius			20260128155959	14.412094	50.121906	out_of_ch_range	true	true	false	false	dbgi_009950	dbgi_009950_01	no_aliquot;no_ms
jbp	76158	dbgi_009844	canonical	dbgi_009844	Cyperus alternifolius			20260128160233	14.412094	50.121906	out_of_ch_range	true	true	false	false	dbgi_009844	dbgi_009844_01	no_aliquot;no_ms
jbp	76159	dbgi_010024	canonical	dbgi_010024	Cyperus alternifolius			20260128160405	14.412094	50.121906	out_of_ch_range	true	true	false	false	dbgi_010024	dbgi_010024_01;dbgi_010024_02	no_aliquot;no_ms
jbp	76160	dbgi_010057	canonical	dbgi_010057	Oryza sativa			20260128160512	14.412126	50.12193	out_of_ch_range	true	true	false	false	dbgi_010057	dbgi_010057_01;dbgi_010057_02	no_aliquot;no_ms
jbp	76161	dbgi_010059	canonical	dbgi_010059	Oryza sativa			20260128160713	14.412126	50.12193	out_of_ch_range	true	true	false	false	dbgi_010059	dbgi_010059_01	no_aliquot;no_ms
