project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issues
jbc	72919	dbgi_006713	canonical	dbgi_006713				20250714170710	7.1131697	46.032734	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72936	dbgi_009076	canonical	dbgi_009076				20250714145356	7.1130133	46.03276	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72948	dbgi_190	short_numeric_suffix	dbgi_000190	Phlodouglasii Hook.			20250714154842	7.1128683	46.03276	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72949	dbgi_191	short_numeric_suffix	dbgi_000191	Taxus cuspidata			20250714155220	7.112901	46.03278	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72950	dbgi_008400	canonical	dbgi_008400				20250714155420	7.112928	46.032784	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72951	dbgi_192	short_numeric_suffix	dbgi_000192	Saxifraga lingulata			20250714155801	7.112903	46.032787	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72956	dbgi_193	short_numeric_suffix	dbgi_000193	Androsace foliosa			20250714162049	7.1130285	46.032795	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72961	dbgi_006873	canonical	dbgi_006873				20250714163436	7.1130204	46.03282	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72962	dbgi_194	short_numeric_suffix	dbgi_000194	Gentiana macrophylla			20250714163621	7.1130476	46.032814	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72973	dbgi_006604	canonical	dbgi_006604				20250714172803	7.1128325	46.032776	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72977	dbgi_006709	canonical	dbgi_006709				20250714173531	7.112815	46.0328	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72978	dbgi_006650	canonical	dbgi_006650				20250714172426	7.112818	46.032764	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72981	dbgi_006955	canonical	dbgi_006955				20250714172554	7.112877	46.03281	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72983	dbgi_006901	canonical	dbgi_006901				20250714173158	7.1128488	46.032814	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72988	dbgi_006686	canonical	dbgi_006686				20250715090257	7.113402	46.032673	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72993	dbgi_006656	canonical	dbgi_006656				20250715091648	7.113373	46.032745	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72994	dbgi_006670	canonical	dbgi_006670				20250715091919	7.1133943	46.03276	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72996	dbgi_006681	canonical	dbgi_006681				20250715092516	7.113348	46.032734	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72997	dbgi_006683	canonical	dbgi_006683				20250715092745	7.113337	46.032745	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73000	dbgi_006675	canonical	dbgi_006675				20250715093654	7.113338	46.03276	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73001	dbgi_006678	canonical	dbgi_006678				20250715094018	7.113326	46.032734	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73003	dbgi_006682	canonical	dbgi_006682				20250715094350	7.1133275	46.032726	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73009	dbgi_006685	canonical	dbgi_006685				20250715095827	7.113328	46.032745	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73012	dbgi_006744	canonical	dbgi_006744				20250715101449	7.1133265	46.03275	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73013	dbgi_006716	canonical	dbgi_006716				20250715101810	7.113307	46.032757	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73015	dbgi_006758	canonical	dbgi_006758				20250715102327	7.1133075	46.03277	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73016	dbgi_008668	canonical	dbgi_008668				20250715102612	7.113289	46.03276	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73025	dbgi_006736	canonical	dbgi_006736				20250715104921	7.1133103	46.032772	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73029	dbgi_006819	canonical	dbgi_006819				20250715110253	7.1133056	46.032787	looks_swapped_ch_lat_lon	missing_taxon_name
