original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	watcher_file_path	watcher_file_name	watcher_converted_file_sha1	watcher_acquisition_date	watcher_polarity	watcher_spectrum_count	watcher_chromatogram_count	watcher_instrument_model	watcher_ionization_source	watcher_analyzer	watcher_detector	watcher_source_file_names	watcher_raw_file_sha1
dbgi_001894	dbgi_001894_01_01	dbgi_001894_01	dbgi_001894	jbuf	negative			7.156896	46.792126			Dianthus hyssopifolius L.	[7.1568959175649, 46.79212669910038]		47.5	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001894_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001894_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001894_01_01_100mm_C18_15min_DDA_neg.mzML	7cb03fc644d0b30b518e203d62b25b05ab56df89	2024-03-30T03:47:28Z	MS:1000129|negative scan	4500	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001894_01_01_100mm_C18_15min_DDA_neg.raw	5f8f306df4861b4204c07ab3fd838002fc7c6187
dbgi_001895	dbgi_001895_01_01	dbgi_001895_01	dbgi_001895	jbuf	positive			7.1569014	46.792126			Dianthus giganteus d'Urv.	[7.156901422751332, 46.79212520785168]		51.5	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001895_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001895_01_01.mzML	20240307_EB_dbgi_001895_01_01.mzML	0f617b69bccc0c4aaa8ecfb664710d121445d396	2024-03-08T16:49:13Z	MS:1000130|positive scan	4555	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001895_01_01.raw	9978ff9c1339c6d192f473fb3e397bbe81a92067
dbgi_001895	dbgi_001895_01_01	dbgi_001895_01	dbgi_001895	jbuf	negative			7.1569014	46.792126			Dianthus giganteus d'Urv.	[7.156901422751332, 46.79212520785168]		51.5	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001895_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001895_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001895_01_01_100mm_C18_15min_DDA_neg.mzML	e8dce72bc607ead2f11c681bf2615d696ac1275b	2024-03-30T10:55:16Z	MS:1000129|negative scan	4301	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001895_01_01_100mm_C18_15min_DDA_neg.raw	dc7e19805e4085cc6787b3bf873ded0cb63d0d7c
dbgi_001862	dbgi_001862_01_01	dbgi_001862_01	dbgi_001862	jbuf	positive			7.156911	46.79213			Dianthus chinensis L.	[7.156911057716576, 46.79213027235467]		50.9	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001862_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001862_01_01.mzML	20240307_EB_dbgi_001862_01_01.mzML	cf4bb6b45652d8f8c63788f0587097c75f004332	2024-03-08T23:57:12Z	MS:1000130|positive scan	4614	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001862_01_01.raw	1e49513e5619e7309b3d62e40e64e00eb9ad0aa7
dbgi_001862	dbgi_001862_01_01	dbgi_001862_01	dbgi_001862	jbuf	negative			7.156911	46.79213			Dianthus chinensis L.	[7.156911057716576, 46.79213027235467]		50.9	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001862_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001862_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001862_01_01_100mm_C18_15min_DDA_neg.mzML	640a82de657ea7fccd6806a85700c35d2af9aed4	2024-03-29T10:10:09Z	MS:1000129|negative scan	4530	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001862_01_01_100mm_C18_15min_DDA_neg.raw	87c5626f190ebedf9b5e29e26b289def8b250c21
dbgi_001857	dbgi_001857_01_01	dbgi_001857_01	dbgi_001857	jbuf	positive			7.1569223	46.79213			Dianthus armeria L.	[7.156922188062528, 46.79212772378736]		48.1	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001857_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001857_01_01.mzML	20240307_EB_dbgi_001857_01_01.mzML	8056636814913815a493fb44fdde7eaaba09be17	2024-03-08T21:02:53Z	MS:1000130|positive scan	4737	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001857_01_01.raw	5a170037a52685f3045df0606493bbd5435067a8
dbgi_001857	dbgi_001857_01_01	dbgi_001857_01	dbgi_001857	jbuf	negative			7.1569223	46.79213			Dianthus armeria L.	[7.156922188062528, 46.79212772378736]		48.1	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001857_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001857_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001857_01_01_100mm_C18_15min_DDA_neg.mzML	84cfbce5ebd28ca7a92f5f0d829627cb38caadc2	2024-03-30T15:08:44Z	MS:1000129|negative scan	4541	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001857_01_01_100mm_C18_15min_DDA_neg.raw	d49ad1b76a78b48f99646cc4754de20fad34cbb1
dbgi_001861	dbgi_001861_01_01	dbgi_001861_01	dbgi_001861	jbuf	positive			7.1569276	46.79212			Scleranthus annuus L. s. l.	[7.156927766366509, 46.79212000982633]		52.1	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001861_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001861_01_01.mzML	20240307_EB_dbgi_001861_01_01.mzML	a6a0467894ff0d4bc20a568e93bb5d20f0b2b773	2024-03-08T10:28:55Z	MS:1000130|positive scan	4980	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001861_01_01.raw	acbff6c0b590f5dd361082acea6abc68083d9ba2
dbgi_001861	dbgi_001861_01_01	dbgi_001861_01	dbgi_001861	jbuf	negative			7.1569276	46.79212			Scleranthus annuus L. s. l.	[7.156927766366509, 46.79212000982633]		52.1	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001861_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001861_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001861_01_01_100mm_C18_15min_DDA_neg.mzML	77ec327960b86ab4d6e324139fcfc664bad96124	2024-03-30T04:35:00Z	MS:1000129|negative scan	4358	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001861_01_01_100mm_C18_15min_DDA_neg.raw	3374fcf8991bf893cd97abc0612303d4035056be
dbgi_001860	dbgi_001860_01_01	dbgi_001860_01	dbgi_001860	jbuf	positive			7.1569333	46.792126			Arenaria juniperina (L.) Maire & Petitm.	[7.156933121355374, 46.79212555158931]		50.4	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001860_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001860_01_01.mzML	20240307_EB_dbgi_001860_01_01.mzML	96be10a56aab81983598197be116667f8d810f9a	2024-03-08T14:42:29Z	MS:1000130|positive scan	4790	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001860_01_01.raw	21af4dcdaf548d8bfaae7220ec9402f7bbb8e672
dbgi_001860	dbgi_001860_01_01	dbgi_001860_01	dbgi_001860	jbuf	negative			7.1569333	46.792126			Arenaria juniperina (L.) Maire & Petitm.	[7.156933121355374, 46.79212555158931]		50.4	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001860_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001860_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001860_01_01_100mm_C18_15min_DDA_neg.mzML	1f8a20002515e55449ebd7c21b16dab747414405	2024-03-30T08:48:34Z	MS:1000129|negative scan	4273	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001860_01_01_100mm_C18_15min_DDA_neg.raw	f0fb83e53107cf23ca7671984856d421ecbf4056
dbgi_001863	dbgi_001863_01_01	dbgi_001863_01	dbgi_001863	jbuf	positive			7.156937	46.792118			aaunknown	[7.156937055664598, 46.79211743161578]		49.9	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001863_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001863_01_01.mzML	20240307_EB_dbgi_001863_01_01.mzML	137953d6ddf9fc4ef922d811b916f1a623ecbea6	2024-03-08T18:24:19Z	MS:1000130|positive scan	4311	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001863_01_01.raw	6bbf9e6a6daa8c5d521914db5af66a6c4b5a2834
dbgi_001863	dbgi_001863_01_01	dbgi_001863_01	dbgi_001863	jbuf	negative			7.156937	46.792118			aaunknown	[7.156937055664598, 46.79211743161578]		49.9	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001863_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001863_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001863_01_01_100mm_C18_15min_DDA_neg.mzML	85fd991216d7293986251958f1201408047ef9e5	2024-03-30T12:30:18Z	MS:1000129|negative scan	4184	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001863_01_01_100mm_C18_15min_DDA_neg.raw	2ea867111e4f299758543a5ee44b7435899178a2
dbgi_001906	dbgi_001906_01_01	dbgi_001906_01	dbgi_001906	jbuf	positive			7.1569533	46.79212			Cerastium candidissimum Correns	[7.15695335740834, 46.79212198630983]		48.8	1700	mg	µl	MeOH/H2O	120	µl	20240405_EB_dbgi_001906_01_01_100mm_C18_15min_DDA_ELON_pos	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240405_EB_dbgi_001906_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	20240405_EB_dbgi_001906_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	9536c34412db5745bf43d796b394db36a80fa4d0	2024-04-08T19:44:19Z	MS:1000130|positive scan	3100	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240405_EB_dbgi_001906_01_01_100mm_C18_15min_DDA_ELON_pos.raw	b3ef909f34bbf9dae4d310121a9c304d366ed29d
dbgi_001906	dbgi_001906_01_01	dbgi_001906_01	dbgi_001906	jbuf	negative			7.1569533	46.79212			Cerastium candidissimum Correns	[7.15695335740834, 46.79212198630983]		48.8	1700	mg	µl	MeOH/H2O	120	µl	202404101527_EB_dbgi_001906_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202404101527_EB_dbgi_001906_01_01.mzML	202404101527_EB_dbgi_001906_01_01.mzML	aaa62cafad3a193890a5c06ecfc036ec11d2985c	2024-04-10T23:00:05Z	MS:1000129|negative scan	4574	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202404101527_EB_dbgi_001906_01_01.raw	f83afe5240a7bb6b5ae0dd4834f85cf5ca86815a
dbgi_001904	dbgi_001904_01_01	dbgi_001904_01	dbgi_001904	jbuf	positive			7.1569505	46.792118			Cerastium arvense L.	[7.156950244298002, 46.79211631401413]		51.1	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001904_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202405081555_EB_dbgi_001904_01_01.mzML	202405081555_EB_dbgi_001904_01_01.mzML	814f83d385d94abd247a015cb16e60512be7a7d1	2024-05-09T05:04:48Z	MS:1000130|positive scan	3759	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202405081555_EB_dbgi_001904_01_01.raw	8dead063cde41e2835526840877fd4de69127fb9
dbgi_001904	dbgi_001904_01_01	dbgi_001904_01	dbgi_001904	jbuf	negative			7.1569505	46.792118			Cerastium arvense L.	[7.156950244298002, 46.79211631401413]		51.1	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001904_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202405081611_EB_dbgi_001904_01_01.mzML	202405081611_EB_dbgi_001904_01_01.mzML	91819d7d8313f9b11b147613ec3a6555d630b949	2024-05-11T01:45:12Z	MS:1000129|negative scan	3616	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202405081611_EB_dbgi_001904_01_01.raw	6fbc492b0aacaeaf7c584487405d921859e69ff0
dbgi_001870	dbgi_001870_01_01	dbgi_001870_01	dbgi_001870	jbuf	positive			7.1569586	46.792114			Cerastium tomentosum L.	[7.156958430605301, 46.79211538124405]		49	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001870_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001870_01_01.mzML	20240307_EB_dbgi_001870_01_01.mzML	dd69f037b4018954c8a26a14395165757959b892	2024-03-08T16:33:24Z	MS:1000130|positive scan	4966	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001870_01_01.raw	b2d5b0c2a7b367a977e59a480da39254b03e4d83
dbgi_001870	dbgi_001870_01_01	dbgi_001870_01	dbgi_001870	jbuf	negative			7.1569586	46.792114			Cerastium tomentosum L.	[7.156958430605301, 46.79211538124405]		49	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001870_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240328_EB_dbgi_001870_01_01_100mm_C18_15min_DDA_neg.mzML	20240328_EB_dbgi_001870_01_01_100mm_C18_15min_DDA_neg.mzML	43a75ea0776038c9e1082ef3271dd603eb3d89d7	2024-03-30T10:39:27Z	MS:1000129|negative scan	4193	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240328_EB_dbgi_001870_01_01_100mm_C18_15min_DDA_neg.raw	487e12e46e519e0a272661edce7767ec33764264
dbgi_001847	dbgi_001847_01_01	dbgi_001847_01	dbgi_001847	jbuf	positive			7.1569643	46.792114			Minuartia austriaca (Jacq.)Hayek	[7.156964082951251, 46.79211418550462]		47.8	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001847_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202405081555_EB_dbgi_001847_01_01.mzML	202405081555_EB_dbgi_001847_01_01.mzML	dcf910dfddf60df3f3a3f300135159343d3ed690	2024-05-09T02:26:22Z	MS:1000130|positive scan	3585	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202405081555_EB_dbgi_001847_01_01.raw	ffa15c9cbbb8535c3257e59d7c8d4ea5c40829b2
dbgi_001847	dbgi_001847_01_01	dbgi_001847_01	dbgi_001847	jbuf	negative			7.1569643	46.792114			Minuartia austriaca (Jacq.)Hayek	[7.156964082951251, 46.79211418550462]		47.8	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001847_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202405081611_EB_dbgi_001847_01_01.mzML	202405081611_EB_dbgi_001847_01_01.mzML	d4837c897e3373eb16fb4e33abf65d399554c7b1	2024-05-10T23:06:42Z	MS:1000129|negative scan	3634	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202405081611_EB_dbgi_001847_01_01.raw	3d02442c8a19937b836985a01706dcd5f6db6631
dbgi_001846	dbgi_001846_01_01	dbgi_001846_01	dbgi_001846	jbuf	positive			7.156977	46.792114			Stellaria graminea L.	[7.15697700669085, 46.79211253597775]		47.8	1700	mg	µl	MeOH/H2O	120	µl	20240405_EB_dbgi_001846_01_01_100mm_C18_15min_DDA_ELON_pos	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240405_EB_dbgi_001846_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	20240405_EB_dbgi_001846_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	2e4083aca5e089e604bda82c611e783a7ef03da0	2024-04-08T17:53:24Z	MS:1000130|positive scan	4835	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240405_EB_dbgi_001846_01_01_100mm_C18_15min_DDA_ELON_pos.raw	489f84cd06056645bd4d253fbf50ce50488be7e1
dbgi_001846	dbgi_001846_01_01	dbgi_001846_01	dbgi_001846	jbuf	negative			7.156977	46.792114			Stellaria graminea L.	[7.15697700669085, 46.79211253597775]		47.8	1700	mg	µl	MeOH/H2O	120	µl	202404101527_EB_dbgi_001846_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202404101527_EB_dbgi_001846_01_01.mzML	202404101527_EB_dbgi_001846_01_01.mzML	8ab1a77831e7fd11dad35fef44689bc38c721a67	2024-04-10T21:09:10Z	MS:1000129|negative scan	4638	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202404101527_EB_dbgi_001846_01_01.raw	146c3146dfce76021c6971b15d1c98a5396b61f2
dbgi_001843	dbgi_001843_01_01	dbgi_001843_01	dbgi_001843	jbuf	positive			7.1569963	46.792114			Fallopia convolvulus (L.) A. Lve	[7.156996189116419, 46.79211496161537]		47.8	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001843_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202405081555_EB_dbgi_001843_01_01.mzML	202405081555_EB_dbgi_001843_01_01.mzML	3d27cf7c66ffc9f7571d7c8c5994030d889bd951	2024-05-09T02:10:32Z	MS:1000130|positive scan	3339	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202405081555_EB_dbgi_001843_01_01.raw	b5a6339aa58bb2abc1629bd2f16fcbecc1c2a41d
dbgi_001843	dbgi_001843_01_01	dbgi_001843_01	dbgi_001843	jbuf	negative			7.1569963	46.792114			Fallopia convolvulus (L.) A. Lve	[7.156996189116419, 46.79211496161537]		47.8	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001843_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202405081611_EB_dbgi_001843_01_01.mzML	202405081611_EB_dbgi_001843_01_01.mzML	24155ae6abe92bda0c1df0c1344b7d0e7ed158bf	2024-05-10T22:50:52Z	MS:1000129|negative scan	3487	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202405081611_EB_dbgi_001843_01_01.raw	5d51b03e627633433fb8274098912e1190a50ac3
dbgi_001809	dbgi_001809_01_01	dbgi_001809_01	dbgi_001809	jbuf	positive			7.157005	46.792107			Fagopyrum esculentum Moench	[7.157004743562543, 46.79210685875738]		52.4	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001809_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/20240307_EB_dbgi_001809_01_01.mzML	20240307_EB_dbgi_001809_01_01.mzML	f805ec3dd34aa88d74b179d37eebcb89089a3023	2024-03-08T14:58:20Z	MS:1000130|positive scan	4903	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20240307_EB_dbgi_001809_01_01.raw	114d4f1fa92cec04f7d65af7c496a92ab34bc2ed
