project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	suggested_latitude	suggested_longitude	issue
jbuf	65710	dbgi_001120	canonical	dbgi_001120		Setaria pumila (Poir.) Roem. et Schult.			7.1566653	46.792263	looks_swapped_ch_lat_lon	46.792263	7.1566653	coordinates_look_swapped_ch_lat_lon
jbuf	65711	dbgi_001044	canonical	dbgi_001044		Setaria italica (L.) P. Beauv. Maxima Grp. 'Bernburger Kolben'			7.1566706	46.792267	looks_swapped_ch_lat_lon	46.792267	7.1566706	coordinates_look_swapped_ch_lat_lon
jbuf	65712	dbgi_001181	canonical	dbgi_001181		Panicum miliaceum L.			7.156661	46.792267	looks_swapped_ch_lat_lon	46.792267	7.156661	coordinates_look_swapped_ch_lat_lon
jbuf	65713	dbgi_001111	canonical	dbgi_001111		Chrysopogon gryllus (L.) Trin.			7.156657	46.79227	looks_swapped_ch_lat_lon	46.79227	7.156657	coordinates_look_swapped_ch_lat_lon
jbuf	65714	dbgi_001127	canonical	dbgi_001127		Chasmanthium latifolium (Michx.) H.O. Yates			7.1566453	46.792282	looks_swapped_ch_lat_lon	46.792282	7.1566453	coordinates_look_swapped_ch_lat_lon
jbuf	65715	dbgi_001171	canonical	dbgi_001171		Eragrostis tef (Zuccagni) Trotter			7.1566386	46.792286	looks_swapped_ch_lat_lon	46.792286	7.1566386	coordinates_look_swapped_ch_lat_lon
jbuf	65716	dbgi_001115	canonical	dbgi_001115		Chloris virgata Sw.			7.156632	46.792294	looks_swapped_ch_lat_lon	46.792294	7.156632	coordinates_look_swapped_ch_lat_lon
jbuf	65717	dbgi_001037	canonical	dbgi_001037		Muhlenbergia mexicana (L.) Trin.			7.156639	46.792297	looks_swapped_ch_lat_lon	46.792297	7.156639	coordinates_look_swapped_ch_lat_lon
jbuf	65718	dbgi_001053	canonical	dbgi_001053		Eleusine coracana (L.) Gaertn.			7.156629	46.792297	looks_swapped_ch_lat_lon	46.792297	7.156629	coordinates_look_swapped_ch_lat_lon
jbuf	65719	dbgi_001122	canonical	dbgi_001122		Avena sterilis L. s.l.			7.1565614	46.79238	looks_swapped_ch_lat_lon	46.79238	7.1565614	coordinates_look_swapped_ch_lat_lon
jbuf	65720	dbgi_000929	canonical	dbgi_000929		Avena strigosa Schreb.			7.15656	46.792385	looks_swapped_ch_lat_lon	46.792385	7.15656	coordinates_look_swapped_ch_lat_lon
jbuf	65721	dbgi_001239	canonical	dbgi_001239		Fumaria officinalis subsp. wirtgenii (W.D.J. Koch) Arcang.			7.1565003	46.79241	looks_swapped_ch_lat_lon	46.79241	7.1565003	coordinates_look_swapped_ch_lat_lon
jbuf	65722	dbgi_001237	canonical	dbgi_001237		aaunknown			7.1564975	46.79242	looks_swapped_ch_lat_lon	46.79242	7.1564975	coordinates_look_swapped_ch_lat_lon
jbuf	65723	dbgi_001226	canonical	dbgi_001226		Corydalis lutea (L.) DC.			7.156485	46.792423	looks_swapped_ch_lat_lon	46.792423	7.156485	coordinates_look_swapped_ch_lat_lon
jbuf	65724	dbgi_001241	canonical	dbgi_001241		Corydalis flexuosa Franch.			7.1564846	46.79243	looks_swapped_ch_lat_lon	46.79243	7.1564846	coordinates_look_swapped_ch_lat_lon
jbuf	65725	dbgi_001227	canonical	dbgi_001227		aaunknown			7.1564837	46.792435	looks_swapped_ch_lat_lon	46.792435	7.1564837	coordinates_look_swapped_ch_lat_lon
jbuf	65726	dbgi_001240	canonical	dbgi_001240		Argemone mexicana L.			7.1564937	46.792442	looks_swapped_ch_lat_lon	46.792442	7.1564937	coordinates_look_swapped_ch_lat_lon
jbuf	65727	dbgi_001223	canonical	dbgi_001223		Lamprocapnos spectabilis (L.) Fukuhara			7.1564856	46.79244	looks_swapped_ch_lat_lon	46.79244	7.1564856	coordinates_look_swapped_ch_lat_lon
jbuf	65728	dbgi_001040	canonical	dbgi_001040		aaunknown			7.156489	46.792446	looks_swapped_ch_lat_lon	46.792446	7.156489	coordinates_look_swapped_ch_lat_lon
jbuf	65729	dbgi_001248	canonical	dbgi_001248		Chelidonium majus L.			7.156492	46.792454	looks_swapped_ch_lat_lon	46.792454	7.156492	coordinates_look_swapped_ch_lat_lon
jbuf	65730	dbgi_001224	canonical	dbgi_001224		Glaucium flavum Crantz			7.156492	46.792465	looks_swapped_ch_lat_lon	46.792465	7.156492	coordinates_look_swapped_ch_lat_lon
jbuf	65731	dbgi_001233	canonical	dbgi_001233		Papaver atlanticum (Ball) Coss.			7.1564946	46.792484	looks_swapped_ch_lat_lon	46.792484	7.1564946	coordinates_look_swapped_ch_lat_lon
jbuf	65732	dbgi_001232	canonical	dbgi_001232		Eschscholzia californica Cham.			7.156498	46.792503	looks_swapped_ch_lat_lon	46.792503	7.156498	coordinates_look_swapped_ch_lat_lon
jbuf	65733	dbgi_001229	canonical	dbgi_001229		Xanthorhiza simplicissima Marshall			7.156465	46.792503	looks_swapped_ch_lat_lon	46.792503	7.156465	coordinates_look_swapped_ch_lat_lon
jbuf	65734	dbgi_001247	canonical	dbgi_001247		Thalictrum aquilegiifolium L.			7.1564555	46.792503	looks_swapped_ch_lat_lon	46.792503	7.1564555	coordinates_look_swapped_ch_lat_lon
jbuf	65735	dbgi_001225	canonical	dbgi_001225		Thalictrum lucidum L.			7.1564546	46.7925	looks_swapped_ch_lat_lon	46.7925	7.1564546	coordinates_look_swapped_ch_lat_lon
jbuf	65736	dbgi_001228	canonical	dbgi_001228		Thalictrum rochebruneanum Franch. et Sav.			7.156463	46.7925	looks_swapped_ch_lat_lon	46.7925	7.156463	coordinates_look_swapped_ch_lat_lon
jbuf	65737	dbgi_001236	canonical	dbgi_001236		Aquilegia chrysantha A. Gray			7.1564665	46.792496	looks_swapped_ch_lat_lon	46.792496	7.1564665	coordinates_look_swapped_ch_lat_lon
jbuf	65738	dbgi_001230	canonical	dbgi_001230		Aquilegia atrata W.D.J. Koch			7.156456	46.792496	looks_swapped_ch_lat_lon	46.792496	7.156456	coordinates_look_swapped_ch_lat_lon
jbuf	65739	dbgi_001242	canonical	dbgi_001242		Trollius europaeus L.			7.1564546	46.79249	looks_swapped_ch_lat_lon	46.79249	7.1564546	coordinates_look_swapped_ch_lat_lon
jbuf	65740	dbgi_001205	canonical	dbgi_001205		Clematis heracleifolia DC.			7.1564765	46.792397	looks_swapped_ch_lat_lon	46.792397	7.1564765	coordinates_look_swapped_ch_lat_lon
