project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issues
jbuf	65733	dbgi_001229	canonical	dbgi_001229		Xanthorhiza simplicissima Marshall			7.156465	46.792503	looks_swapped_ch_lat_lon	missing_date
jbuf	65734	dbgi_001247	canonical	dbgi_001247		Thalictrum aquilegiifolium L.			7.1564555	46.792503	looks_swapped_ch_lat_lon	missing_date
jbuf	65735	dbgi_001225	canonical	dbgi_001225		Thalictrum lucidum L.			7.1564546	46.7925	looks_swapped_ch_lat_lon	missing_date
jbuf	65736	dbgi_001228	canonical	dbgi_001228		Thalictrum rochebruneanum Franch. et Sav.			7.156463	46.7925	looks_swapped_ch_lat_lon	missing_date
jbuf	65737	dbgi_001236	canonical	dbgi_001236		Aquilegia chrysantha A. Gray			7.1564665	46.792496	looks_swapped_ch_lat_lon	missing_date
jbuf	65738	dbgi_001230	canonical	dbgi_001230		Aquilegia atrata W.D.J. Koch			7.156456	46.792496	looks_swapped_ch_lat_lon	missing_date
jbuf	65739	dbgi_001242	canonical	dbgi_001242		Trollius europaeus L.			7.1564546	46.79249	looks_swapped_ch_lat_lon	missing_date
jbuf	65740	dbgi_001205	canonical	dbgi_001205		Clematis heracleifolia DC.			7.1564765	46.792397	looks_swapped_ch_lat_lon	missing_date
jbuf	65741	dbgi_001050	canonical	dbgi_001050		Anemone canadensis L.			7.1564693	46.79239	looks_swapped_ch_lat_lon	missing_date
jbuf	65742	dbgi_001058	canonical	dbgi_001058		Clematis florida Thunb.			7.156481	46.79239	looks_swapped_ch_lat_lon	missing_date
jbuf	65743	dbgi_001132	canonical	dbgi_001132		Clematis recta L.			7.15648	46.792385	looks_swapped_ch_lat_lon	missing_date
jbuf	65744	dbgi_001046	canonical	dbgi_001046		Hepatica nobilis Schreb.			7.156477	46.792377	looks_swapped_ch_lat_lon	missing_date
jbuf	65745	dbgi_001231	canonical	dbgi_001231		Clematis vitalba L.			7.156503	46.79236	looks_swapped_ch_lat_lon	missing_date
jbuf	65746	dbgi_001234	canonical	dbgi_001234		Ranunculus repens L.			7.156499	46.792347	looks_swapped_ch_lat_lon	missing_date
jbuf	65747	dbgi_001051	canonical	dbgi_001051		Ranunculus acris subsp. friesianus (Jord.) Syme			7.1565123	46.792343	looks_swapped_ch_lat_lon	missing_date
jbuf	65748	dbgi_001207	canonical	dbgi_001207		Ranunculus sardous Crantz			7.1565223	46.79233	looks_swapped_ch_lat_lon	missing_date
jbuf	65749	dbgi_001752	canonical	dbgi_001752		Decaisnea insignis (Griff.) Hook.f. & Thomson			7.1565423	46.79229	looks_swapped_ch_lat_lon	missing_date
jbuf	65750	dbgi_001757	canonical	dbgi_001757		Menispermum canadense L.			7.1565604	46.792324	looks_swapped_ch_lat_lon	missing_date
jbuf	65751	dbgi_001138	canonical	dbgi_001138		Staphylea pinnata L.			7.156874	46.7923	looks_swapped_ch_lat_lon	missing_date
jbuf	65752	dbgi_001121	canonical	dbgi_001121		Fuchsia microphylla Kunth			7.1569147	46.79228	looks_swapped_ch_lat_lon	missing_date
jbuf	65753	dbgi_001200	canonical	dbgi_001200		Trollius europaeus L.			7.1564655	46.79249	looks_swapped_ch_lat_lon	missing_date
jbuf	65754	dbgi_001749	canonical	dbgi_001749		Adonis aestivalis L.			7.1564655	46.792484	looks_swapped_ch_lat_lon	missing_date
jbuf	65755	dbgi_001136	canonical	dbgi_001136		Delphinium elatum L.			7.1564546	46.792473	looks_swapped_ch_lat_lon	missing_date
jbuf	65756	dbgi_001208	canonical	dbgi_001208		Delphinium caucasicum C.A.Mey			7.156461	46.792473	looks_swapped_ch_lat_lon	missing_date
jbuf	65757	dbgi_001056	canonical	dbgi_001056		Delphinium vestitum Royle			7.156454	46.79247	looks_swapped_ch_lat_lon	missing_date
jbuf	65758	dbgi_001191	canonical	dbgi_001191		Delphinium grandiflorum L.			7.1564627	46.792465	looks_swapped_ch_lat_lon	missing_date
jbuf	65759	dbgi_001043	canonical	dbgi_001043		Aconitum variegatum L.			7.156456	46.79246	looks_swapped_ch_lat_lon	missing_date
jbuf	65760	dbgi_001048	canonical	dbgi_001048		Aconitum carmichaelii Debeaux			7.156465	46.79246	looks_swapped_ch_lat_lon	missing_date
jbuf	65761	dbgi_001209	canonical	dbgi_001209		Aconitum vulparia aggr.			7.1564517	46.792454	looks_swapped_ch_lat_lon	missing_date
jbuf	65762	dbgi_001751	canonical	dbgi_001751		Aconitum forrestii Stapf			7.15646	46.792454	looks_swapped_ch_lat_lon	missing_date
jbuf	65763	dbgi_001750	canonical	dbgi_001750		Nigella damascena L.			7.1564507	46.79245	looks_swapped_ch_lat_lon	missing_date
jbuf	65764	dbgi_001179	canonical	dbgi_001179		Nigella arvensis L.			7.1564507	46.792446	looks_swapped_ch_lat_lon	missing_date
jbuf	65765	dbgi_001206	canonical	dbgi_001206		Nigella sativa L.			7.1564507	46.792442	looks_swapped_ch_lat_lon	missing_date
jbuf	65766	dbgi_001235	canonical	dbgi_001235		Helleborus niger L.			7.156451	46.792435	looks_swapped_ch_lat_lon	missing_date
